ADDRESS,PRICE (K$),BEDROOMS,NEAREST_SCH_DIST,,,,,,,,,,,,
4 Sottogrande View,780,5,1.355550877,,,,,,,,,,,,
4 South Road,460,8,3.098251887,,,,,,,,,,,,
4 Southgate Court,565,4,1.404307762,,,,,,,,,,,,
4 Spicer Place,420,4,2.231986534,,,,,,,,,,,,
4 Spitfire Avenue,745,4,3.251793993,,,,,,,,,,,,
4 Spring Road,640,6,4.126172329,,,,,,,,,,,,
4 Springside Crescent,460,4,0.516812141,,,,,,,,,,,,
4 St Annes Retreat,820,5,1.281695201,,,,,,,,,,,,
4 St Ives Drive,422.5,4,0.864242458,,,,,,,,,,,,
4 St Thomas Loop,840,4,2.275873614,,,,,,,,,,,,
4 Staff Street,385,3,10.22018836,,,,,,,,,,,,
4 Stapella Lane,470,4,1.87369997,,,,,,,,,,,,
4 Staples Street,1120,3,2.118456485,,,,,,,,,,,,
4 Staunton Grove,340,4,1.29238835,,,,,,,,,,,,
4 Stingray Way,575,4,1.46375857,,,,,,,,,,,,
4 Stirling Waters Avenue,810,4,0.819578569,,,,,,,,,,,,
4 Stokesay Street,335,4,1.082930018,,,,,,,,,,,,
4 Stormbird Loop,410,4,2.165024641,,,,,,,,,,,,
4 Strabane Green,370,3,0.791551423,,,,,,,,,,,,
4 Strathclyde Circuit,185,4,1.987732662,,,,,,,,,,,,
4 Strathpine Chase,620,4,0.741878431,,,,,,,,,,,,
4 Strelitz View,480,4,2.946685036,,,,,,,,,,,,
4 Strickland Court,807.5,5,3.85797664,,,,,,,,,,,,
4 Stubbs Place,1150,5,1.37117095,,,,,,,,,,,,
4 Sumich Gardens,735,5,3.060329563,,,,,,,,,,,,
4 Summerfield Place,1420,4,3.972483567,,,,,,,,,,,,
4 Sunbird Place,695,4,1.447271416,,,,,,,,,,,,
4 Surf Drive,570,4,2.020506473,,,,,,,,,,,,
4 Swan View Road,570,3,2.024857252,,,,,,,,,,,,
4 Swanbourne Avenue,445,4,1.437082918,,,,,,,,,,,,
4 Sydney Street,1605,4,1.574128604,,,,,,,,,,,,
4 Taiof Close,510,4,2.275848399,,,,,,,,,,,,
4 Tallerack Street,565,4,1.093214987,,,,,,,,,,,,
4 Tallinn Loop,585,4,0.866989085,,,,,,,,,,,,
4 Tana Court,350,4,1.148636285,,,,,,,,,,,,
4 Tanson Street,1425,5,0.823935164,,,,,,,,,,,,
4 Tarakan Heights,406,4,1.449481031,,,,,,,,,,,,
4 Tarongo Way,2100.556,5,1.833995631,,,,,,,,,,,,
4 Taroona Lane,630,4,1.593193788,,,,,,,,,,,,
4 Tarraji Terrace,248,2,1.377736812,,,,,,,,,,,,
4 Tassell Place,430,3,2.798855227,,,,,,,,,,,,
4 Tattler Way,525,4,2.311520099,,,,,,,,,,,,
4 Taviano Vista,380,4,2.378902013,,,,,,,,,,,,
4 Taylor Street,900,4,0.922752854,,,,,,,,,,,,
4 Tellima Mall,950,4,1.114847009,,,,,,,,,,,,
4 Templar Pass,542,4,3.39287964,,,,,,,,,,,,
4 The Circus,1080,3,1.519282575,,,,,,,,,,,,
4 The Fairways,308.5,3,3.744318115,,,,,,,,,,,,
4 The Mead,422,3,0.272787115,,,,,,,,,,,,
4 The Pinnacle,691,3,0.873628361,,,,,,,,,,,,
4 Thompson Terrace,340,4,0.527725824,,,,,,,,,,,,
4 Thornton Place,705,3,1.903124832,,,,,,,,,,,,
4 Thorogood Avenue,537,4,3.627921281,,,,,,,,,,,,
4 Tide Way,412.5,3,3.325011498,,,,,,,,,,,,
4 Tilbury Mews,625,4,1.65433377,,,,,,,,,,,,
4 Tiliqua Crescent,275,4,6.173449518,,,,,,,,,,,,
4 Tinos Lane,330,3,2.835000672,,,,,,,,,,,,
4 Titicaca Court,585,4,1.7912159,,,,,,,,,,,,
4 Todd Street,490,4,2.76030109,,,,,,,,,,,,
4 Tokara Avenue,390,4,1.360721676,,,,,,,,,,,,
4 Tolbury Retreat,367,4,0.915848666,,,,,,,,,,,,
4 Tolj Loop,511,5,0.354554012,,,,,,,,,,,,
4 Torrens Close,665,4,1.247785623,,,,,,,,,,,,
4 Tortorici Avenue,450,3,2.35280279,,,,,,,,,,,,
4 Torwood Grove,585,4,1.391100417,,,,,,,,,,,,
4 Tottenham Street,220,3,4.590506521,,,,,,,,,,,,
4 Tour Place,310,2,1.711635237,,,,,,,,,,,,
4 Tralee Way,360,3,1.202725656,,,,,,,,,,,,
4 Traminer Way,495,4,0.289641994,,,,,,,,,,,,
4 Tranby Avenue,720,4,11.36137463,,,,,,,,,,,,
4 Tratman Road,710,4,2.702504736,,,,,,,,,,,,
4 Tree Glen,755,4,4.367499158,,,,,,,,,,,,
4 Trevithick Close,1250,6,2.188090582,,,,,,,,,,,,
4 Trewarn Place,660,4,3.686814696,,,,,,,,,,,,
4 Trink Street,450,3,1.114853619,,,,,,,,,,,,
4 Tropea Place,255,3,2.23099407,,,,,,,,,,,,
4 Tupelo Court,690,4,1.025592406,,,,,,,,,,,,
4 Tupper Place,800,4,0.641891415,,,,,,,,,,,,
4 Tuross Place,540,5,1.029967061,,,,,,,,,,,,
4 Tylee Cove,375,4,1.813817853,,,,,,,,,,,,
4 Tyler Mews,675,6,0.473357052,,,,,,,,,,,,
4 Uffizi End,480,4,1.161406975,,,,,,,,,,,,
4 Ukich Crescent,615,4,2.878980094,,,,,,,,,,,,
4 Umina Way,1220,4,3.65710572,,,,,,,,,,,,
4 Urbahns Crescent,826,5,0.684530907,,,,,,,,,,,,
4 Urchin Mews,460,4,1.365362237,,,,,,,,,,,,
4 Urquhart Way,540,4,1.262443069,,,,,,,,,,,,
4 Ursuline Vista,550,6,0.707095821,,,,,,,,,,,,
4 Vaal Grove,440,4,1.007510823,,,,,,,,,,,,
4 Valdez Way,410,4,3.479153176,,,,,,,,,,,,
4 Valencia Court,380,3,1.995673965,,,,,,,,,,,,
4 Valley Brook Road,500,4,2.107639419,,,,,,,,,,,,
4 Vanda Place,325,3,1.787794411,,,,,,,,,,,,
4 Vann Court,650,4,2.801204912,,,,,,,,,,,,
4 Veldt Mews,442,3,1.162964674,,,,,,,,,,,,
4 Vellender Road,795,4,2.553061152,,,,,,,,,,,,
4 Vermilion Boulevard,790,4,2.669844957,,,,,,,,,,,,
4 Vernon Street,821,3,0.817775486,,,,,,,,,,,,
4 Via Vista Drive,270,4,5.612630556,,,,,,,,,,,,
4 Vickers Pass,435,4,1.450188947,,,,,,,,,,,,
4 Victoria Road,130,4,1.924559859,,,,,,,,,,,,
4 Violet Street,1160,2,0.312526236,,,,,,,,,,,,
4 Vista Street,1060,4,1.030770866,,,,,,,,,,,,
4 Vivante Loop,690,4,0.965735801,,,,,,,,,,,,
4 Vivian Way,390.8,3,1.697407188,,,,,,,,,,,,
4 Volute Place,710,3,1.84419294,,,,,,,,,,,,
4 Wagoora Place,350,3,2.256426667,,,,,,,,,,,,
4 Wake Court,387.5,3,2.221992254,,,,,,,,,,,,
4 Waler Close,405,4,2.273504495,,,,,,,,,,,,
4 Walker Street,465,4,0.822027227,,,,,,,,,,,,
4 Wallum Road,350,3,0.287155555,,,,,,,,,,,,
4 Walsall Turn,480,4,1.337067963,,,,,,,,,,,,
4 Wanill Place,407.5,4,1.760066671,,,,,,,,,,,,
4 Wanliss Street,320,3,9.974976496,,,,,,,,,,,,
4 Ware Street,575,3,0.996553015,,,,,,,,,,,,
4 Warnford Street,366,4,1.035167414,,,,,,,,,,,,
4 Warrego Street,1387.5,2,1.100566336,,,,,,,,,,,,
4 Warru Gardens,550,4,1.91797869,,,,,,,,,,,,
4 Warwick Street,875,3,1.042468176,,,,,,,,,,,,
4 Waterton Way,205,3,1.200853188,,,,,,,,,,,,
4 Waterway Crescent,915,5,2.964958839,,,,,,,,,,,,
4 Wayang Place,400,3,1.728022644,,,,,,,,,,,,
4 Webb Street,1025,5,0.514855304,,,,,,,,,,,,
4 Weero Close,370,3,0.741819634,,,,,,,,,,,,
4 Weetman Cove,399,3,0.804044236,,,,,,,,,,,,
4 WEIR Place,780,4,0.42985328,,,,,,,,,,,,
4 Wellman Street,550,3,0.844064389,,,,,,,,,,,,
4 Wells Place,578,4,1.994192595,,,,,,,,,,,,
4 Wendowie Place,466,4,10.26983168,,,,,,,,,,,,
4 Wenn Road,360,4,2.609476104,,,,,,,,,,,,
4 Wenstead Place,430,4,2.467213301,,,,,,,,,,,,
4 Westerway Terrace,700,4,1.579648833,,,,,,,,,,,,
4 Westmorland Street,570,3,1.256529718,,,,,,,,,,,,
4 Westport Parade,655,4,0.731019749,,,,,,,,,,,,
4 Whimbrel Way,525,4,1.05752973,,,,,,,,,,,,
4 Whistler Green,285,3,0.891281934,,,,,,,,,,,,
4 Whitcombe Way,140,3,2.041533494,,,,,,,,,,,,
4 Whittaker Crescent,690,4,1.361739965,,,,,,,,,,,,
4 Whittington Avenue,850,4,0.81350561,,,,,,,,,,,,
4 Wicklow Close,955,4,0.514967606,,,,,,,,,,,,
4 Wiggins Road,275,3,1.244225978,,,,,,,,,,,,
4 Wilde Street,875,4,0.448752323,,,,,,,,,,,,
4 WILGERUP PLACE,235,3,1.17318605,,,,,,,,,,,,
4 Williamson Avenue,425,3,1.240836589,,,,,,,,,,,,
4 Wills Court,430,4,0.559154234,,,,,,,,,,,,
4 Wilsmore Street,1495,4,0.987770641,,,,,,,,,,,,
4 Wilson Place,450,4,3.400398608,,,,,,,,,,,,
4 Wimbledon Street,485,4,1.050310401,,,,,,,,,,,,
4 Windfield Road,1100,5,0.368811178,,,,,,,,,,,,
4 Winston Way,605,4,1.345878318,,,,,,,,,,,,
4 Wisbech Street,750,3,1.908953778,,,,,,,,,,,,
4 Wishart Loop,555,4,0.951880232,,,,,,,,,,,,
4 Wolseley Road,685,4,1.009333873,,,,,,,,,,,,
4 Woodlake Boulevard,453,4,0.655880869,,,,,,,,,,,,
4 Woodlea Place,670,4,3.054705293,,,,,,,,,,,,
4 Woolwich Close,1050,5,0.541283438,,,,,,,,,,,,
4 Woonan Place,540,3,0.699562227,,,,,,,,,,,,
4 Yabbara Avenue,1165,4,3.261243448,,,,,,,,,,,,
4 Yale Road,320.5,2,1.386971674,,,,,,,,,,,,
4 Yanchep Link,520,4,3.097207254,,,,,,,,,,,,
4 Yaringa Street,320,3,1.798844064,,,,,,,,,,,,
4 Yarrunga Close,590,4,2.448374394,,,,,,,,,,,,
4 Yelka Way,400,3,0.537625306,,,,,,,,,,,,
4 Yeovil Crescent,950,4,2.390969789,,,,,,,,,,,,
4 Yirrdah Court,450,4,2.579066624,,,,,,,,,,,,
4 Yulan Court,265,3,1.091671551,,,,,,,,,,,,
4 Zollner Close,695,4,1.250342658,,,,,,,,,,,,
4/1 Boulder Street,410,3,2.003287491,,,,,,,,,,,,
4/1 Brumby Avenue,402.5,3,1.088698648,,,,,,,,,,,,
4/1 Cowan Street,385,2,1.775667268,,,,,,,,,,,,
4/1 Park Avenue,885,3,2.541112802,,,,,,,,,,,,
4/1 Quamby Place,236,3,0.757395179,,,,,,,,,,,,
4/10 Rinaldo Place,380,3,1.027232462,,,,,,,,,,,,
4/10 Ventnor Avenue,585,3,0.998527503,,,,,,,,,,,,
4/101 Bindaring Parade,1500,3,0.526701331,,,,,,,,,,,,
4/107 Morrison Road,385,3,0.853421892,,,,,,,,,,,,
4/111 Ferguson Street,375,3,1.401527034,,,,,,,,,,,,
4/1196 Albany Highway,250,2,1.618154347,,,,,,,,,,,,
4/12 Elsie Street,607,2,2.248541628,,,,,,,,,,,,
4/12 Latham Street,570,3,1.570933915,,,,,,,,,,,,
4/12 Mackie Street,600,3,0.494208803,,,,,,,,,,,,
4/12 Mahlberg Avenue,615,3,1.076301707,,,,,,,,,,,,
4/13 Bickley Road,386,3,1.367545172,,,,,,,,,,,,
4/138 Gibbs Street,400,3,1.356850349,,,,,,,,,,,,
4/149 Hale Road,280,3,1.916647607,,,,,,,,,,,,
4/15 Cooper Road,380,3,1.325911579,,,,,,,,,,,,
4/157 Stock Road,370,2,1.607212452,,,,,,,,,,,,
4/16 Westlinton Circle,330,3,0.81400778,,,,,,,,,,,,
4/165 French Street,420,3,0.49242191,,,,,,,,,,,,
4/17 Nemagold Grove,620,4,4.776156337,,,,,,,,,,,,
4/17 Normanby Road,450,2,1.530990099,,,,,,,,,,,,
4/171 Forrest Street,270,2,2.154840888,,,,,,,,,,,,
4/18 Point Walter Road,617,3,1.999821692,,,,,,,,,,,,
4/19 Roseheath Boulevard,373,3,0.348003973,,,,,,,,,,,,
4/19 Woodley Way,209,3,0.51780041,,,,,,,,,,,,
4/20 Arabella Mews,375,3,2.232865466,,,,,,,,,,,,
4/20 Ivanhoe Street,410,3,1.414960502,,,,,,,,,,,,
4/204 Bateman Road,530,3,1.502545024,,,,,,,,,,,,
4/207 Manning Road,590,4,0.457079017,,,,,,,,,,,,
4/209 Edinboro Street,520,3,0.806161549,,,,,,,,,,,,
4/21 Fletcher Street,445,3,1.374783834,,,,,,,,,,,,
4/21 Foss Street,480,3,2.141981938,,,,,,,,,,,,
4/21 Maida Vale Road,379,3,2.591616214,,,,,,,,,,,,
4/22 Gochean Avenue,301,3,1.672580107,,,,,,,,,,,,
4/23 Elizabeth Street,268,2,1.879095707,,,,,,,,,,,,
4/24 Coventry Road,295,2,2.784202341,,,,,,,,,,,,
4/25 Clydesdale Street,1115,5,0.533294871,,,,,,,,,,,,
4/26 Charlbury Way,295,2,1.211459996,,,,,,,,,,,,
4/26 Ivanhoe Street,310,3,1.502619122,,,,,,,,,,,,
4/26 Lichfield Street,760,3,0.426566153,,,,,,,,,,,,
4/26 Thorson Way,305,3,1.744778765,,,,,,,,,,,,
4/260 Wright Street,405,3,0.439194278,,,,,,,,,,,,
4/27 Hardey Road,550,4,2.224973202,,,,,,,,,,,,
4/28 Waterford Street,402,2,1.506171161,,,,,,,,,,,,
4/3 Robin Street,430,2,0.687687102,,,,,,,,,,,,
4/30 Mitchell Street,380,3,1.90496821,,,,,,,,,,,,
4/30 Montreal Road,351,3,0.616361929,,,,,,,,,,,,
4/309 Wharf Street,445,3,1.091007883,,,,,,,,,,,,
4/31 Third Avenue,192,3,0.358492338,,,,,,,,,,,,
4/31 Waterloo Street,340,2,1.015507165,,,,,,,,,,,,
4/32 Holmesdale Road,339,3,0.521447491,,,,,,,,,,,,
4/326 Preston Point Road,737.5,3,1.46863092,,,,,,,,,,,,
4/33 Central Road,525,2,0.358679382,,,,,,,,,,,,
4/33 Galian Way,355,3,3.171266133,,,,,,,,,,,,
4/35 North Beach Road,440,2,2.015118655,,,,,,,,,,,,
4/36 Forrest Street,1800,3,0.93418109,,,,,,,,,,,,
4/36 Mason Street,475,3,1.105976938,,,,,,,,,,,,
4/39 Ferguson Street,389,3,1.289739449,,,,,,,,,,,,
4/39 Maida Vale Road,475,3,2.713256783,,,,,,,,,,,,
4/4 Haig Street,280,2,0.504220254,,,,,,,,,,,,
4/4 Hurd Road,388,3,14.00176684,,,,,,,,,,,,
4/4 Kirkpatrick Crescent,310,3,0.340850563,,,,,,,,,,,,
4/4 Valentine Road,265,3,0.759274932,,,,,,,,,,,,
4/40 Banksia Terrace,550,3,1.31865245,,,,,,,,,,,,
4/42 Byers Road,300,3,0.683038276,,,,,,,,,,,,
4/44 Central Road,630,3,0.964093437,,,,,,,,,,,,
4/44 Morris Road,307.5,2,1.451087398,,,,,,,,,,,,
4/44 Mulligan Way,162,2,0.820789863,,,,,,,,,,,,
4/44 Pulo Road,426,2,1.087518286,,,,,,,,,,,,
4/45 Third Avenue,173,3,0.289091786,,,,,,,,,,,,
4/5 Bridges Road,415,2,1.398569338,,,,,,,,,,,,
4/5 Jesmond Street,145,2,1.47131297,,,,,,,,,,,,
4/50 Sayer Street,300,3,0.705684145,,,,,,,,,,,,
4/51 Wray Avenue,880,4,1.116727539,,,,,,,,,,,,
4/52 Bayview Terrace,292.5,3,2.174681243,,,,,,,,,,,,
4/57 Scaddan Street,310,3,0.98864108,,,,,,,,,,,,
4/58 Pollard Street,350,3,0.804202462,,,,,,,,,,,,
4/6 Bluestone Loop,408,3,1.860650851,,,,,,,,,,,,
4/61 Troy Terrace,568,2,1.665818198,,,,,,,,,,,,
4/62 George Way,430,3,0.886635053,,,,,,,,,,,,
4/664 Beach Road,435,3,0.930759176,,,,,,,,,,,,
4/67 Epsom Avenue,349,3,2.346417836,,,,,,,,,,,,
4/7 Sepia Court,180,2,1.138911969,,,,,,,,,,,,
4/71 Epsom Avenue,372,2,2.3182247,,,,,,,,,,,,
4/75 Ferguson Street,215,2,1.396000564,,,,,,,,,,,,
4/78 Clydesdale Street,502,3,1.319035643,,,,,,,,,,,,
4/8 Benson Court,400,3,0.969002894,,,,,,,,,,,,
4/8 Caird Place,286,3,1.024653905,,,,,,,,,,,,
4/8 Toulon Circle,525,2,1.34267764,,,,,,,,,,,,
4/86 Campion Avenue,300,2,1.68519169,,,,,,,,,,,,
4/96 Helena Street,350,2,1.305749797,,,,,,,,,,,,
40 Adams Street,305,4,2.24193442,,,,,,,,,,,,
40 Agincourt Drive,322,3,1.725799277,,,,,,,,,,,,
40 Andalusian Retreat,920,4,9.741884932,,,,,,,,,,,,
40 Andros Circuit,920,4,0.530373473,,,,,,,,,,,,
40 Antares Street,335,3,0.392811069,,,,,,,,,,,,
40 Appleberry Street,1550,4,0.392277346,,,,,,,,,,,,
40 Arkwell Street,545,3,0.292376776,,,,,,,,,,,,
40 Armadale Road,880,5,1.536016916,,,,,,,,,,,,
40 ARTHUR ROAD,530,4,3.482115991,,,,,,,,,,,,
40 Asturian Drive,735,4,1.102409346,,,,,,,,,,,,
40 Axbridge Street,1250,4,0.727216309,,,,,,,,,,,,
40 Bagatelle Road,583,4,0.902272236,,,,,,,,,,,,
40 Barbarigo Bend,605,4,1.179823462,,,,,,,,,,,,
40 Barfield Road,463,5,2.358367961,,,,,,,,,,,,
40 Beatrice Road,2200,6,2.024338319,,,,,,,,,,,,
40 Beckworth Avenue,439,3,0.862445327,,,,,,,,,,,,
40 Bell Street,750,4,1.875358626,,,,,,,,,,,,
40 Bibbulmun Entrance,475,4,1.296062776,,,,,,,,,,,,
40 Birrine Gardens,315,3,4.691914129,,,,,,,,,,,,
40 Blackford Street,875,3,1.354859244,,,,,,,,,,,,
40 Bluebell Avenue,440,3,2.616825285,,,,,,,,,,,,
40 Boronia Avenue,1820,5,1.972321368,,,,,,,,,,,,
40 Bourbon Street,299,2,1.194003302,,,,,,,,,,,,
40 Burnettia Lane,965,3,1.222555631,,,,,,,,,,,,
40 Bursaria Crescent,541,4,0.442883423,,,,,,,,,,,,
40 Burwood Road,670,4,1.797150283,,,,,,,,,,,,
40 Buxton Street,1220,5,0.980462194,,,,,,,,,,,,
40 Cadoux Loop,575,4,0.908363836,,,,,,,,,,,,
40 Camira Way,565,4,1.507502259,,,,,,,,,,,,
40 Canavan Crescent,470,2,0.511459372,,,,,,,,,,,,
40 Cardinal Drive,1425,5,2.861031685,,,,,,,,,,,,
40 Carvie Street,322,3,1.11352598,,,,,,,,,,,,
40 Chatsworth Drive,475,4,1.448051012,,,,,,,,,,,,
40 Cheltenham Loop,254,3,1.356002464,,,,,,,,,,,,
40 Church Street,275,3,1.807197128,,,,,,,,,,,,
40 Circe Circle,1850,4,2.414809123,,,,,,,,,,,,
40 Clarecastle Retreat,1250,4,1.430265095,,,,,,,,,,,,
40 Clement Street,1500,4,1.034249582,,,,,,,,,,,,
40 Clotilde Street,1175,5,0.468985177,,,,,,,,,,,,
40 Cockman Way,390,3,0.926357816,,,,,,,,,,,,
40 Coldwells Street,927.5,4,0.978329984,,,,,,,,,,,,
40 Colleran Way,940,4,1.067841735,,,,,,,,,,,,
40 Collier Street,1080,4,1.021133886,,,,,,,,,,,,
40 Collingwood Street,250,2,1.191709564,,,,,,,,,,,,
40 Colville Street,340,3,0.613881019,,,,,,,,,,,,
40 Colwyn Loop,525,5,1.602266198,,,,,,,,,,,,
40 Commonwealth Avenue,980,3,0.430765259,,,,,,,,,,,,
40 Coomoora Road,1150,4,0.791767886,,,,,,,,,,,,
40 Corinthian Road,1310,4,1.261340391,,,,,,,,,,,,
40 Craignish Loop,525,4,3.022048794,,,,,,,,,,,,
40 Custance Street,825,4,0.567669179,,,,,,,,,,,,
40 Cygnus Street,245,3,0.859041043,,,,,,,,,,,,
40 Darling Range Drive,765,5,2.925442364,,,,,,,,,,,,
40 Davies Crescent,686,4,1.87574603,,,,,,,,,,,,
40 Demesne Circuit,430,4,0.540655007,,,,,,,,,,,,
40 Derrington Crescent,300,4,1.308396263,,,,,,,,,,,,
40 Descanso Loop,630,4,3.349247569,,,,,,,,,,,,
40 Dorney Esplanade,650,3,1.882557518,,,,,,,,,,,,
40 Drakeswood Road,502,4,0.5388523,,,,,,,,,,,,
40 Duncan Street,837.5,4,0.229036738,,,,,,,,,,,,
40 Durrant Way,405,4,3.099843516,,,,,,,,,,,,
40 Echidna Street,357,3,1.1310759,,,,,,,,,,,,
40 Edgeworth Circuit,430,4,1.417543341,,,,,,,,,,,,
40 Everett Street,815,3,3.163829596,,,,,,,,,,,,
40 Ewart Street,390,3,1.544593856,,,,,,,,,,,,
40 Farmer Avenue,310,3,0.860129323,,,,,,,,,,,,
40 Federation Drive,560,4,2.870931377,,,,,,,,,,,,
40 Feltbush Mews,637.5,4,0.500107344,,,,,,,,,,,,
40 Ferndale Corner,720,4,0.284123418,,,,,,,,,,,,
40 Fernhill Promenade,430,3,1.343145031,,,,,,,,,,,,
40 Fletcher Road,1095,5,3.536879168,,,,,,,,,,,,
40 Fomiatti Street,442,3,3.355420422,,,,,,,,,,,,
40 Ford Road,800,4,0.515925385,,,,,,,,,,,,
40 Forillion Avenue,620,4,1.664320681,,,,,,,,,,,,
40 Francais Road,1650,4,2.145098766,,,,,,,,,,,,
40 Fraser Street,930,3,1.954868584,,,,,,,,,,,,
40 Garfield Way,451,3,1.463406711,,,,,,,,,,,,
40 Garran Loop,555,4,0.969480665,,,,,,,,,,,,
40 Glencoe Loop,499,4,2.506761584,,,,,,,,,,,,
40 Golden Crescent,450,3,2.887486814,,,,,,,,,,,,
40 Goldfields Loop,447,3,5.259949405,,,,,,,,,,,,
40 Goldsmith Road,430,4,3.115861133,,,,,,,,,,,,
40 Granesse Drive,337,3,0.680241061,,,,,,,,,,,,
40 Grover Way,185,3,1.500551862,,,,,,,,,,,,
40 Hale Street,996,4,1.814259147,,,,,,,,,,,,
40 Hampshire Street,780,4,1.071603474,,,,,,,,,,,,
40 Hanlin Way,560,3,0.452217541,,,,,,,,,,,,
40 Hardey East Road,540,4,2.866225273,,,,,,,,,,,,
40 Hardy Road,435,4,0.553691235,,,,,,,,,,,,
40 Harmony Parade,561.5,5,2.642556252,,,,,,,,,,,,
40 Heidelberg Road,730,4,1.635611042,,,,,,,,,,,,
40 Helena Street,875,3,0.937339744,,,,,,,,,,,,
40 Hesperia Avenue,1375,4,2.725846659,,,,,,,,,,,,
40 Hopetoun Terrace,1605,3,0.58426736,,,,,,,,,,,,
40 Horslay Way,630,5,1.803780942,,,,,,,,,,,,
40 Hull Way,375,3,1.415019576,,,,,,,,,,,,
40 Joslin Street,692.5,3,0.862240641,,,,,,,,,,,,
40 Kennedia Entrance,349,3,3.653408469,,,,,,,,,,,,
40 Kentucky Boulevard,492.5,4,1.131599929,,,,,,,,,,,,
40 Kinsale Drive,980,5,0.870594163,,,,,,,,,,,,
40 Kowin Court,865,4,4.823319417,,,,,,,,,,,,
40 Lakefront Circle,285,3,3.131864762,,,,,,,,,,,,
40 Lance Street,950,4,1.727166899,,,,,,,,,,,,
40 Lancer Way,329,4,1.755145138,,,,,,,,,,,,
40 Landor Road,740,4,2.809017677,,,,,,,,,,,,
40 Latimer Way,495,4,1.49321981,,,,,,,,,,,,
40 Lefroy Road,895,3,0.691116372,,,,,,,,,,,,
40 Leslie Road,726,3,6.666581066,,,,,,,,,,,,
40 Lowan Loop,680,3,1.126005523,,,,,,,,,,,,
40 Maamba Road,527,4,3.33305927,,,,,,,,,,,,
40 Magma Road,442,4,3.071788114,,,,,,,,,,,,
40 Mainsail Drive,847.5,4,0.450256791,,,,,,,,,,,,
40 Margaret Street,990,3,1.918619146,,,,,,,,,,,,
40 Marloo Street,429,3,3.393756882,,,,,,,,,,,,
40 Martha Street,890,3,0.544938594,,,,,,,,,,,,
40 Mary Street,1200,3,1.924696475,,,,,,,,,,,,
40 Matson Street,135,2,1.070762842,,,,,,,,,,,,
40 Maud Road,925,4,1.652865378,,,,,,,,,,,,
40 McKenzie Way,790,4,0.615706909,,,,,,,,,,,,
40 Meadowbrook Drive,400,3,0.347891328,,,,,,,,,,,,
40 Meecham Way,1000,4,1.71270494,,,,,,,,,,,,
40 Meenaar Crescent,670,4,1.58281281,,,,,,,,,,,,
40 Melrose Street,631,3,0.904583374,,,,,,,,,,,,
40 Michael Crescent,436.5,2,2.083327216,,,,,,,,,,,,
40 Mitchell Road,2000,4,2.248125826,,,,,,,,,,,,
40 Mockeridge Circuit,425,4,1.97236595,,,,,,,,,,,,
40 Nanson Street,1600,4,1.658625165,,,,,,,,,,,,
40 Noel Road,895,4,2.184166044,,,,,,,,,,,,
40 Northmore Street,1375,3,1.154175599,,,,,,,,,,,,
40 Oakleaf Circle,400,3,0.865076204,,,,,,,,,,,,
40 Ohrid Place,547.5,4,2.219327703,,,,,,,,,,,,
40 Olive Street,1130,4,0.661774676,,,,,,,,,,,,
40 Orchid Avenue,430,4,2.658059643,,,,,,,,,,,,
40 Pangbourne Street,770,3,1.697100504,,,,,,,,,,,,
40 Park Road,350,3,0.780170359,,,,,,,,,,,,
40 Paterson Road,460,3,2.18882119,,,,,,,,,,,,
40 Pedder Way,355,4,1.502475922,,,,,,,,,,,,
40 Pennygum Place,955,4,3.574788393,,,,,,,,,,,,
40 Pollock Street,447,5,1.621656516,,,,,,,,,,,,
40 Portchester Drive,580,4,0.632420444,,,,,,,,,,,,
40 Preston Road,305,3,1.725168652,,,,,,,,,,,,
40 Rand Avenue,375,4,0.679823013,,,,,,,,,,,,
40 Redgum Avenue,373,4,2.234745937,,,,,,,,,,,,
40 Reveley Court,590,4,0.253443103,,,,,,,,,,,,
40 Rokewood Way,175,4,8.279493436,,,,,,,,,,,,
40 Roselea Boulevard,910,5,1.515194023,,,,,,,,,,,,
40 Roxburghe Drive,590,4,4.763309353,,,,,,,,,,,,
40 Rubens Circuit,275,3,0.835915256,,,,,,,,,,,,
40 Salter Point Parade,1210,4,1.292003878,,,,,,,,,,,,
40 Saunders Street,1600,4,1.560330282,,,,,,,,,,,,
40 Scovell Crescent,880,4,5.780295379,,,,,,,,,,,,
40 Sessilis Crescent,390,3,3.162843045,,,,,,,,,,,,
40 Seville Way,620,7,2.596364856,,,,,,,,,,,,
40 Silver Sands Drive,1100,5,2.127224419,,,,,,,,,,,,
40 Simmonds Pass,319,4,1.445664093,,,,,,,,,,,,
40 Simper Street,1025,3,1.913776896,,,,,,,,,,,,
40 Smirk Road,321,4,2.478878203,,,,,,,,,,,,
40 Sorrento Turn,320,4,1.133959974,,,,,,,,,,,,
40 South Street,710,2,1.291512287,,,,,,,,,,,,
40 St Catharines Promenade,230,4,1.758001911,,,,,,,,,,,,
40 St Georges Avenue,620,3,0.31787574,,,,,,,,,,,,
40 St Pauls Crescent,635,4,1.106600322,,,,,,,,,,,,
40 Stevens Street,730,4,1.75428443,,,,,,,,,,,,
40 Sunstone Drive,407.5,4,1.359100042,,,,,,,,,,,,
40 Sycamore Avenue,482,4,0.593956629,,,,,,,,,,,,
40 Tain Street,950,3,1.435156277,,,,,,,,,,,,
40 Tapping Way,400,3,0.606645663,,,,,,,,,,,,
40 Tavistock Crescent,435,3,1.021240651,,,,,,,,,,,,
